cell_num,sol,cmp,ecc,cellSize,vicinity
1,0.964304647464216,0.893804057408112,0.521713058367773,10914,495.904223075208
2,0.885082121560833,0.667353123636285,0.834066762683049,16921,611.456495765672
3,0.728861538461538,0.329587172648293,0.857981250293508,17766,6228.40134756161
4,0.787153444962943,0.328480742854927,0.649529145547811,14338,576.02436734888
5,0.812357173085061,0.476712309557075,0.632404612075905,9598,1773.05661032847
6,0.937046180656404,0.730409690041574,0.817072015054843,12905,3928.10731552623
7,0.831561322729175,0.491537625170487,0.63440087651082,9933,733.231604360645
8,0.90099925980755,0.57013333583569,0.770570934566964,19476,2984.92456810278
9,0.91629052113254,0.666083047124224,0.596578329957475,11165,13697.7595885709
10,0.860984066096194,0.488793261356041,0.884809215575616,23343,1514.98408890219
11,0.666935240205459,0.2170273008584,0.806693663906415,13244,1586.71763486441
12,0.849324001217233,0.482269197653288,0.415899055106838,19537,3616.62558377696
13,0.664911409173704,0.208616749933497,0.58955592785815,20077,1596.49736565721
14,0.965318991097923,0.863218603920347,0.385821424091232,10410,2328.62320337412
15,0.83480502385784,0.435728265510574,0.547801480381271,15221,1327.98189399071
16,0.879578473501125,0.710705201934472,0.558563814737597,17194,2161.99364821529
17,0.850290848654825,0.475114737883427,0.739486545789377,32743,2703.19000406025
18,0.82728447263331,0.469403086198861,0.904538439558632,14087,13921.143841304
19,0.691550756628813,0.384017853763302,0.670965416263849,26003,3299.90764085248
20,0.826991565135895,0.434477966081306,0.56719928025357,17648,2381.42146136207
21,0.952090183184594,0.815241620790844,0.634777114745062,14189,7091.42705508256
22,0.866784967361683,0.540972918137136,0.710176311719059,13677,1915.18412622671
23,0.862867673628677,0.388399697315746,0.825426724186465,23879,1593.47489338662
24,0.856752263070386,0.450864881530691,0.557601404814087,23188,1070.62522003606
25,0.85095613048369,0.49815463308082,0.715372195908268,12104,1395.14780440025
26,0.813632600496734,0.502122821169488,0.729975444998573,17690,2363.39258010558
27,0.693011477351632,0.216471276098564,0.671025972134915,16967,1102.97154901039
28,0.985011933174224,0.960712148142329,0.616475744358494,10318,1251.00014948017
29,0.955191935929301,0.798925370563292,0.576052906772139,13835,3239.65754545822
30,0.914770593977623,0.700203111769295,0.489677428657764,12182,594.438635620397
31,0.814378883186046,0.334958294011108,0.494313831741019,21103,990.170950772289
32,0.935634609586976,0.785234387245844,0.742872500694554,12414,1923.65554789614
33,0.975829022135527,0.92135727367873,0.491805716056367,11506,700.044454734217
34,0.730570913834876,0.247637742581998,0.556134063003894,11760,363.090048111856
35,0.972477824753378,0.89713712887475,0.430458881232451,11731,427.164704922616
36,0.808841024356646,0.476039956332276,0.438932869845622,12918,1799.78916531778
37,0.793874937753432,0.399033165625778,0.823318649387379,22319,3845.59628375248
38,0.796175078864353,0.376260692392465,0.7352017899937,20191,2226.88574683646
39,0.824857425649244,0.382129365500834,0.636285507316316,17501,3247.291091588
40,0.830716608724907,0.513555339405119,0.483802826856862,14815,2001.83372667222
41,0.809863108347368,0.329646762582637,0.542644515727905,18754,1033.70779825043
42,0.854885018917541,0.54383407526455,0.862664501889741,31859,3619.69082798857
43,0.910836117254035,0.660857834826394,0.518032302824465,19358,791.651029337344
44,0.930130440397779,0.633259119783176,0.700552210007639,14404,1029.71737596062
45,0.947416137805984,0.788367998876179,0.346116497524465,14630,1301.59986414261
46,0.746441384099063,0.358368409400356,0.469155494988021,6450,1031.33665850863
47,0.76870723272754,0.287047674575324,0.525135369639752,20895,573.599889191923
48,0.803100241129866,0.481769729113467,0.674129545162487,11657,1262.25162173351
49,0.903025995125914,0.644279074145737,0.677933477126744,8893,2279.47804661731
