Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25,Var1_26,Var1_27,Var1_28,Var1_29,Var1_30,Var1_31,Var1_32,Var1_33,Var1_34,Var1_35,Var1_36
7.69173219454704,8.81143864105774,8.79861785499658,7.70004649047471,7.50765917720948,7.20313386325259,6.18476005423922,5.86005101008518,5.47377427535908,5.76265810750225,5.38699995868978,5.09522270817414,4.90295188763485,4.79020145902429,4.85782481482341,4.73462324921637,4.50638240653756,4.41705561341559,4.30831215420171,4.24325566984143,4.39315230762282,4.24497125739829,4.2307055278727,4.18233290291161,4.04645091510703,4.05333303479963,4.05912355693691,4.01075687492137,3.99939626123207,4.05222825622767,4.12550122439524,4.18554562239792,4.22252625994865,4.16350554657461,4.07742648527066,3.98116205943805
5.56631826427466,7.52112830241065,8.65932688798276,7.82789826201139,7.33178761884426,7.63825135627921,7.98697408912901,7.97819946361952,7.49827864045694,7.45779752700702,7.08400928210076,7.65164470428961,7.29664099093119,7.10228700271739,6.96558529196598,6.5453921030666,6.42932053436285,6.25419044100449,6.09238672013727,6.03946181355539,5.88890693706561,5.84039637108161,5.75588501625433,5.66835528643838,5.65263896736959,5.51418762214257,5.42564307955395,5.36054146354385,5.31093734731211,5.26704326621703,5.15149867558775,5.1114268346112,5.07747727152645,5.01561621885163,4.93813950228795,4.97419480399172
3.08262561778441,3.32145668899337,3.62201438965397,4.25393309777881,5.5891718392094,4.99260572292608,5.0966049026996,5.15281481789351,4.81447596011127,4.71608166847493,4.34829390445617,4.56554251428373,4.50261768653126,4.3273322918581,4.19638425777176,4.25823520088708,4.14486259563243,4.03902583840582,3.88613708938618,3.79607489445219,3.75893404167908,4.01712561399662,4.10971378479058,4.08431414498164,4.00562443815758,3.97573012657533,4.39328315859619,4.57916060103508,4.74623326613076,4.67629485959238,4.68278039998289,4.59523397192909,4.56716526953149,4.57540450831625,4.52993513193772,4.4705169698903
6.0284963717273,4.10268940356788,3.71165297390593,6.24985922148538,5.58353305877176,5.50621619042002,5.57485421226435,6.10216182083355,5.88986282501672,5.99036004154493,6.63424757049693,6.33598944574341,6.30500938122526,6.16035703337856,5.93878304958486,5.73832641489515,5.54997966450488,5.95667085737264,5.89344859266983,5.72243762319874,5.67058024625832,5.65744032337124,5.73166805382576,5.65086832347004,5.56882713788486,5.60846826082666,5.58720318201431,5.44188602782419,5.35658784015195,5.20853418097247,5.26949365469087,5.25249449585191,5.17497470827559,5.11989417694466,5.11281600757685,5.20575702039859
3.78027470849748,4.01949398426149,3.21977204830983,5.59414929537764,5.16029122566871,6.65963363630491,5.91704055051612,5.65499458586804,6.83505860542361,7.18199810170597,6.95228913718243,7.59793514372677,7.68686145028932,7.79930890839966,7.52321576521645,7.43801994390134,8.16951878042112,8.421868803714,8.18044743796765,8.10850015492528,7.89955947242768,7.74150355835028,7.46789682316952,7.8271667913386,7.78566070538978,8.09310296483072,7.94725300778877,7.73490073490542,7.60901034587805,7.40607913668926,7.6506521394509,7.94472829776667,7.76737524426908,7.75832990891572,8.11024594547431,7.94619668977561
11.0127683701202,11.4693663695472,13.4564273256945,10.7013484610505,9.27750069363696,7.8940720086114,7.54532351636544,7.26996874653169,7.13272498809637,7.21086859127115,6.63223629945396,6.59354595060235,6.31275422116748,6.8495952095725,7.49487548993412,7.58864005393064,8.09774655419583,7.80970739108232,7.62306481662728,8.02132474402485,8.94637270655295,9.15292167820521,9.2261303654449,9.13854923097964,8.81844898769228,8.63871823509265,8.7492909822254,8.58090040034776,8.58214884844476,8.39568241237504,8.27620621796981,8.10773896568253,7.97151605390486,7.83935496311284,7.85023751275402,7.83004450519501
29.516664865905,32.3989306949605,22.7571491557091,26.8189327826005,25.1679793684643,29.7494447053018,26.9497576918688,24.3785764311445,21.7994468066829,19.8013381039722,19.262446824846,18.7359929557943,18.007579061266,19.0056511591596,20.5545132882324,22.0047649638438,22.9437671143183,24.0196912829854,24.8890148442238,25.572574155623,26.4642734783943,26.369395659049,26.5701627322004,25.5527601143761,24.7185745445206,23.9270927756503,23.309454683772,22.5621008318206,21.948896915204,21.4600183114288,21.158151358562,20.7273921296564,20.4898021396535,20.2598099759894,20.6046265910899,20.2185678141285
4.40803779578607,3.34383224171289,3.86274149759821,4.63431981908533,4.14437430822629,3.94415839878304,3.7794278823957,3.82731048557624,3.81690279635919,3.68581992913808,3.46867630103062,3.48162362103809,3.67646298083847,3.60627455355316,3.48948132025558,3.32121899632717,3.41962801989624,3.36743452286333,3.30788499317167,3.32707605078508,3.23223487332614,3.16280977597421,3.0901535863015,3.02248590524583,3.05683492422087,2.99367141810265,2.95499426738945,2.93017690207076,2.88953891259731,2.87899364239461,2.87723783930607,2.81198823728257,2.89564157839776,2.95062462517209,2.90761436800677,2.92855756149549
2.79169362059432,16.9991633228039,15.8016133619016,14.9550203708827,15.0578590487081,13.1662518688285,11.4003582597698,10.3516166125653,9.94514547737644,9.51829202606085,9.25520632771291,9.24004371622553,8.68494927749342,8.62734036129033,8.30884095047493,8.11057312874062,8.19140908954245,7.85797388806059,7.66025515479142,7.65504703435449,7.33624600299323,7.10825624473489,6.93876215473944,6.86133479543284,6.80771364337846,6.68620768569063,6.57975265665814,6.52496383503023,6.36125902940894,6.2463990039249,6.09038194777468,5.92141303262866,5.84953737731135,5.73908432962589,5.758895291665,5.71977960593368
1.02165156040026,1.91215096652546,2.51124391511425,8.47758101503636,6.96985401979018,11.8209116384264,11.4186156703711,11.7465805032205,11.1356338177647,11.0422624979974,10.2958119364883,9.79720499271729,9.0606068098293,8.70335768415927,8.85764321287105,8.72366416114464,8.51213132703023,8.13094791086946,8.01149410588092,7.79211455593947,7.55175746543128,7.35678245507247,7.18407035126997,7.09400490983286,6.99224402927445,6.89573477196867,6.78650675056658,6.61446720154486,6.49835340968151,6.4661415492224,6.59922346977708,6.51028998252956,6.4880444014022,6.49007808135368,6.48327783264186,6.44022547246219
