Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25,Var1_26,Var1_27,Var1_28,Var1_29,Var1_30,Var1_31,Var1_32,Var1_33,Var1_34,Var1_35,Var1_36,Var1_37
20364,13574,12718,17413,14268,13773,13569,14004,14128,13854,14499,14947,14092,14787,14123,14186,14013,13910,14174,14067,13825,13804,11307,13092,13786,13425,12925,10434,13643,11786,13131,14474,13326,13954,13633,13751,14141
11072,12052,11591,7415,9930,10882,12190,10940,12814,7621,9321,11408,11028,12753,13020,12483,12518,12951,8923,12897,12940,12603,7955,12508,10772,12548,12963,12930,12939,12821,13132,13137,12670,12514,12867,13314,12684
22507,7887,8535,10271,16008,8399,8972,8769,8765,17431,8856,7297,8514,9034,9013,7741,7733,8957,8061,5891,6027,6213,6634,6769,6244,6332,6508,17209,17493,15969,18408,7079,19216,7423,6754,19382,21525
9672,18714,16256,12192,10720,14184,14762,13390,13902,13487,13701,15319,12856,13199,12450,13133,12325,12949,18141,12223,11688,12553,12838,19338,19836,12254,11478,19939,12079,11868,11970,11736,12787,7610,8051,12365,11604
23518,20471,15513,16238,22461,12887,14944,19853,20738,17692,18750,18328,12107,15540,15895,10551,9937,14590,9965,10061,15907,13461,12449,15058,15193,18473,13415,17228,13622,12975,13690,18774,13256,17557,17960,17848,17774
14882,17880,21971,21201,20483,19678,19566,21749,19728,20666,21282,21090,15627,18080,16880,18238,16459,18923,17020,18121,17753,18851,18662,17861,18675,19093,18417,20563,19465,18788,18778,18535,18873,19282,23291,19001,19380
10977,9918,16065,15791,9112,16179,14838,11082,8542,9832,9375,8243,10020,7525,8049,12915,13718,7255,12535,6655,7132,9911,11158,6965,7552,7059,12643,7009,15173,14527,15044,7899,14691,7266,8503,7348,7421
9578,9755,10615,9179,9423,14968,10374,10621,10427,12021,10139,10044,9337,9507,9383,9563,9785,9814,9253,9655,9667,9569,9610,9130,9328,11500,9245,9443,9381,9510,9607,9371,9294,9196,9697,9653,9466
36387,13544,16264,14096,14472,12704,13705,13547,12705,11688,12430,12018,11730,11090,11220,10653,10976,12013,11791,11230,11478,11168,10970,11127,10828,11537,12714,11681,10678,10960,11628,11388,12068,11021,11247,10773,11452
16824,16867,17807,15317,17909,17482,17943,18074,17652,19818,18858,17730,16651,16192,16775,16220,16154,17346,17603,17015,16176,16843,19374,19399,17126,18750,18146,18384,18001,19581,19584,19188,16413,17689,16163,17879,17040
22466,20984,12170,15369,13402,12972,12888,12197,11669,11640,11552,11113,12294,11724,12702,12217,12371,12295,11674,11700,11889,12124,11604,10918,11331,10825,10438,10736,10755,10484,10732,10904,10225,10465,10363,10111,10778
12546,10928,10543,9963,11140,11193,12032,10173,11751,11163,11637,10584,10722,10839,10328,9786,10303,10378,10663,10866,10118,10657,10955,9953,10633,13189,28130,10676,10500,11182,10771,10634,11130,10919,10766,10588,10617
33349,15932,17345,18223,18723,18346,18428,18137,17768,17936,18685,18336,19358,18641,18871,19005,19231,18488,19321,19386,19043,19291,18836,18259,20153,19380,20344,20490,20283,20427,20268,20124,20224,19862,18896,18911,19578
29873,11289,10031,9867,13572,11962,12298,12745,11716,11309,11501,9304,11027,10704,11118,10913,12932,11036,10987,9332,10101,10050,10118,10115,9270,10617,10303,9506,9607,9658,10183,9217,9970,9040,9026,8953,8426
22679,15310,16493,15436,16206,17106,16648,16999,15864,16980,15998,17334,16222,16951,18478,18311,18662,18243,18500,18221,17746,18099,17923,16745,16091,17837,17584,17375,16804,17559,17731,17431,16765,17206,15124,16443,16321
15799,16379,15197,16078,16381,17431,20953,14969,14044,15681,15743,15758,14043,11790,10683,11536,10849,11247,11776,10877,11275,10846,11454,10408,12631,10536,10586,10556,10241,10309,11049,11400,10304,10895,12624,11258,12375
23122,16207,16527,19604,13646,10859,10652,11209,11180,11845,12195,11100,11287,10388,10247,10839,8938,8877,8267,8552,8744,8348,8372,8136,8607,8515,8418,8263,8272,8134,8084,8110,8093,8034,8237,7871,7808
17515,19977,16653,15464,16863,21181,13569,21040,20050,20423,12069,12830,12938,13090,12771,12701,13333,10373,13736,13293,13684,15016,10521,10140,12623,10184,9944,9239,9757,9252,8945,8368,8820,8579,8881,8656,8478
16067,12393,15792,14776,15269,14708,11902,13904,13600,12668,12655,13460,13858,11561,14607,14493,12161,13102,10498,11116,11786,12720,13054,12830,10967,12256,12176,11958,11741,10524,11868,12187,11351,11308,10976,12191,12769
16753,12640,20774,24681,28028,21348,25716,16139,15235,16722,17847,17110,26850,17531,18002,14953,14237,23052,14885,13135,16242,16807,18050,18075,16548,15965,16199,15113,17653,13933,15602,16279,15502,18487,16145,16297,17141
16214,12954,13894,12448,13609,14132,12999,13397,13668,14209,13616,14033,14445,15220,14054,14229,14181,14580,14594,14511,14494,14924,14247,14032,14276,14358,13870,13535,13838,13615,13377,13804,13674,13638,13671,13669,13241
13790,13216,10203,14164,15415,14641,15179,14633,15940,16257,16024,15230,16180,16573,14877,14452,15215,10357,14442,14630,15060,14565,14776,11402,10408,16696,16436,15015,16310,16447,15851,15916,15820,16504,16681,15984,16168
22456,21040,13042,14209,13964,13438,14033,15124,12940,12245,12077,12340,13105,13061,13244,13072,13559,13025,13113,13947,13553,13309,12872,13019,13131,13166,12776,12013,11127,11571,12033,11430,11483,11971,12052,11805,11589
20057,15784,16555,17164,16330,15670,18434,16960,16047,17636,16218,16725,18138,16532,16297,17517,16989,17511,16893,17643,18067,19370,18234,19178,18295,18198,20030,20459,18836,19457,19248,17186,17763,17764,19190,18802,17364
17069,17089,17559,17743,18195,19008,17961,18510,18225,18552,22065,17404,17176,15919,17309,17621,17486,17350,17311,16644,16402,17697,15777,16244,16212,16584,17587,18023,17450,17643,18290,19139,17883,19050,16607,16639,17048
19046,13960,14646,11651,11266,11602,11174,11807,13004,12702,11676,11506,12043,12319,11406,11292,11939,11397,11458,11544,11068,10779,10631,10529,10682,10631,10702,10695,10383,10317,10080,9936,10081,10426,10019,9670,10029
37271,14976,7154,13582,13437,14881,13478,14085,14472,13788,20182,16477,7089,16461,16978,15961,14851,15912,7553,14180,7200,7483,7840,7374,6774,7574,7222,,,,,,,,,,
14797,12381,12463,12369,12384,12439,12221,12577,11737,12214,12760,12224,12292,7531,12389,7229,13015,12073,,,,,,,,,,,,,,,,,,,
