cell_num,sol,cmp,ecc,cellSize,vicinity
1,0.896336014298481,0.678074134912527,0.514790712399348,2006,3253.811298792
2,0.912694161756829,0.629960148286232,0.715514518524104,1704,4376.2820527254
3,0.89367816091954,0.492727823893049,0.630029377271828,1866,1373.67648286425
4,0.935042735042735,0.572579596222716,0.725717898998049,1641,2354.08948361671
5,0.901164842922697,0.524207728668905,0.646000830722631,2553,1031.60189974223
6,0.902455209024552,0.57800790135239,0.657632216310114,2720,4239.32211120425
7,0.915501905972046,0.503345828843029,0.632773541316444,2882,6920.19787244795
8,0.936301369863014,0.699581542090822,0.384380495036318,4101,1920.6665128624
9,0.944970956893916,0.659708162184513,0.633121147381573,3091,2621.76315346456
10,0.911173974540311,0.698411356326925,0.600957283202843,3221,1763.38227445019
11,0.889641025641026,0.530610378509586,0.256574092410265,4337,4897.04455867624
12,0.915011682242991,0.48892632382048,0.495924483888291,3133,3505.91612035756
13,0.853397341211226,0.576015245161508,0.598108753836427,2311,4831.22741538285
14,0.947646282446106,0.707377521549583,0.720459834634273,2154,10074.112580259
15,0.922859830667921,0.662967289067854,0.500885147039499,1962,601.519136780216
16,0.90103016924209,0.581607087586211,0.709426758559015,2449,4401.19164204306
17,0.898241206030151,0.630863203106855,0.703576616622966,2145,1662.4286358397
18,0.895814781834372,0.585667680324119,0.574642353203208,2012,5625.48459149138
19,0.959137853614728,0.745099239059665,0.692309969251426,2136,2625.06932177261
20,0.926565008025682,0.642327522610666,0.469763293661225,2309,2367.78576261844
21,0.912748835239305,0.713771982817184,0.304013611554742,2155,1429.17504544956
22,0.805876685934489,0.482455206566355,0.624117108135624,1673,3229.31998768951
23,0.937850668968494,0.700627686483016,0.63442248369335,2173,2674.30244105352
24,0.835561497326203,0.587969179808758,0.798961339954572,2500,3201.43900537897
25,0.82112567463377,0.273626860205491,0.814367929447446,2130,5892.02783017454
26,0.91529304029304,0.611651049770207,0.498494713210409,1999,5586.53586507751
27,0.935572309801234,0.569127241178536,0.815767018595765,2730,3984.62898902909
28,0.889290882778582,0.564273889348507,0.628447103377093,2458,5373.51379513605
29,0.916274012323306,0.566368164270261,0.728059076686228,2528,6179.11620870434
30,0.940006416426051,0.661594897248479,0.774166300240414,2930,12609.5149868238
31,0.873188405797101,0.350036975131329,0.620758041053494,3856,1691.58622514804
32,0.883737776168055,0.519780231421751,0.68432861207651,2440,3498.4611321195
33,0.892389525368249,0.438277613511396,0.617690927467383,2181,482.023567768033
34,0.926966292134832,0.576265954021361,0.677984876855763,2640,8426.6438966439
35,0.882079343365253,0.366863924373993,0.701063506114739,3224,5072.15041404056
36,0.89248,0.47878886233944,0.641897281938975,2789,4975.24618224534
37,0.83884489986027,0.453755665534376,0.478721729312759,3602,6912.68910387648
38,0.937746256895193,0.671186591339578,0.480542069725156,2380,6359.72501907211
39,0.917329796640141,0.590357991643218,0.457011231065059,2075,7111.16994169609
40,0.949582879941966,0.667041395586305,0.684942064418196,2618,9351.21429537549
41,0.927056827820187,0.606084500534061,0.763668768160363,2186,900.507453765185
42,0.944645441389291,0.652693116421526,0.596158815604151,5222,963.532007436767
43,0.942778034148593,0.712027738524722,0.274971363980549,2043,1506.16513621204
44,0.930092264017033,0.515382440290542,0.630879413917887,2621,1483.35236884183
45,0.930176077717061,0.64530037283783,0.403029712060784,3064,2002.65020492128
46,0.943741209563994,0.76490748841142,0.661633873445669,1342,397.266082931533
47,0.940268790443006,0.782133167097598,0.428383117493201,1889,1156.04941518097
48,0.941631233088519,0.634351296492344,0.602586635951996,2436,976.118015655226
49,0.958911715713493,0.821006495834894,0.411050784363483,1727,2843.94094144491
50,0.93745506829619,0.741585319699525,0.676755548299531,2608,4922.60421052632
51,0.95076096687556,0.72708798336775,0.816035497567935,2124,9683.42511168119
52,0.853370786516854,0.479954121625785,0.630697341397051,1519,7259.18281920899
53,0.917985611510791,0.4850096358001,0.86564839282308,1914,8672.32857273806
54,0.90231507622812,0.574228636407053,0.726604002172551,1598,6597.09441218982
