Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25
5195,3295,6516,7809,3581,5607,3390,3351,3154,2889,3503,3252,3643,3302,3128,3150,2873,3305,3256,3195,3258,3229,3396,3092,3157
4400,3776,4169,3975,3560,4238,3480,3886,3419,3259,3292,2939,2853,2555,2280,2202,2211,2202,2065,2144,2163,2086,2136,2056,2123
3583,3215,3676,3474,3021,3196,2453,3246,2559,2519,2298,3001,2132,3187,2842,3080,2785,2276,2222,2164,2121,2262,2316,1987,2376
3560,4501,3124,3183,3338,4206,4196,3096,3830,4503,3023,3304,3605,3600,3536,2320,2581,3151,3147,2877,2934,3283,2861,2538,2379
5544,5388,4823,5416,3705,5186,3718,4430,2732,2810,3100,2614,2904,2901,2162,2413,2070,2236,3243,3157,2333,2440,2297,2144,2332
5314,3519,3003,4429,3367,3195,3299,3391,3196,3689,2816,2855,3460,2901,3558,2768,3459,2998,3429,3017,3180,3137,3771,2757,2978
3454,3492,2984,2986,3119,3052,2940,2793,2793,2604,2487,2888,2367,2810,2553,2671,2511,2417,2429,2479,2268,2377,2628,2408,2360
3242,4698,4778,3910,4285,3883,2422,2783,2713,2891,2494,2328,2462,2485,2372,2297,2387,2306,2136,2337,2375,2246,2437,2030,2412
4501,4186,3799,3023,3298,3385,3060,3625,2918,3164,2759,3153,3191,2805,2816,2616,2713,2632,2580,2752,2425,2365,2770,2410,2405
7042,5818,9462,7330,5265,5813,4950,6465,6521,5278,4904,6051,5859,5010,5203,4868,5124,5219,4515,4663,5340,4850,4359,4205,4367
5854,2268,5341,5721,1607,2769,1629,2320,4255,4789,4239,1452,1597,1412,3889,1648,1366,1364,1451,1260,1370,3976,1367,1356,1369
4903,2219,5855,5723,1876,1869,1652,1713,6566,5498,6159,1630,1478,1620,4725,1491,1443,1383,1320,1336,1297,4029,1312,1276,1261
3847,5416,5442,4843,4451,4583,4114,4400,3841,3313,3239,3843,3677,3224,2971,2909,2922,3186,3217,3145,3070,3324,2785,2724,2984
3161,4223,4757,5890,4056,4632,4761,5113,3888,4042,3667,3593,3778,3706,3710,3430,3410,3229,3299,3584,3378,3307,3190,2858,2985
4521,4393,4044,4575,2948,3040,3806,2891,2649,2521,2670,2626,2709,2799,2353,2204,2482,2302,2471,2095,2310,2160,2265,2460,2389
3514,3575,2798,2667,2187,4243,914,2676,2821,2560,2643,2648,2651,3882,,,,,,,,,,,
423,423,424,423,421,418,417,417,421,424,421,424,416,436,,,,,,,,,,,
686,538,733,401,790,606,1058,1494,1518,1408,2113,,,,,,,,,,,,,,
728,546,690,795,734,635,1171,1627,1180,1272,1111,,,,,,,,,,,,,,
974,441,362,873,200,470,1194,473,1419,1871,1194,,,,,,,,,,,,,,
4624,7406,7197,7946,6196,5121,,,,,,,,,,,,,,,,,,,
602,1264,1756,2069,,,,,,,,,,,,,,,,,,,,,
544,1109,1316,1450,2140,2578,,,,,,,,,,,,,,,,,,,
901,1154,963,1020,,,,,,,,,,,,,,,,,,,,,
3086,2678,2264,2879,2128,2218,2243,2158,2267,2288,2189,2300,2078,2115,2129,2188,2085,2163,1913,,,,,,
2762,2594,2068,2537,2358,2592,2166,2010,2622,2187,2744,2953,2109,2186,2339,2304,2234,1992,2154,,,,,,
2196,2073,2137,2151,2080,2426,2421,2345,2217,2541,2579,2336,2486,2520,,,,,,,,,,,
1587,1573,1575,1694,1737,1902,1916,1787,1910,2033,1530,1445,1447,1437,,,,,,,,,,,
3192,2006,3195,2689,2615,2577,2622,2680,2559,2659,3134,,,,,,,,,,,,,,
724,701,769,748,789,,,,,,,,,,,,,,,,,,,,
469,505,1889,1375,,,,,,,,,,,,,,,,,,,,,
439,423,3094,3127,2180,,,,,,,,,,,,,,,,,,,,
