Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25
703.36404293381,709.221113881962,708.603636363636,713.922726409721,707.495615866388,703.864934507193,701.677722888732,699.559635173059,692.795384615385,694.945877592312,693.021739130435,691.803539369069,690.567546583851,690.74940586216,689.720183486239,687.615060558188,686.051879699248,685.529019003595,683.47698533131,684.256147051802,682.553116326016,683.368421052632,682.400718562874,680.835969387755,681.401365904912
138.030684104628,139.089867408741,135.580464595578,130.46379170057,129.342948117625,126.957121551081,125.046232876712,124.002131782946,121.760416666667,120.011209439528,117.498503740648,116.833209785026,114.632920792079,114.367793240557,111.407707253886,112.311608961303,110.792158018868,110.096457278952,108.781990521327,107.545200372787,107.081704456607,109.002401921537,108.575545851528,110.079888712242,109.489215686275
77.2273701762744,89.9035610188823,71.0840427178455,77.4070832763572,63.7315693799233,56.4770093457944,47.8802346752984,38.3198407431984,36.3071525577184,39.3125807841448,42.3874476987448,38.7553003533569,40.5276497695853,36.4811066126856,32.0266913319239,34.987004950495,31.5849716033202,27.1641860465116,25.0506276150628,30.4116766467066,31.0358410220014,33.071772428884,31.7395666131621,34.0314825414997,25.0148261758691
829.079915134371,838.972350230415,828.422373020769,820.186963309914,812.418351124233,816.629519268971,808.350400987045,801.661556064073,806.476479855953,799.823805988617,800.493813878429,806.406153846154,797.234362416107,799.330126443101,800.550969529086,800.090080616895,798.526315789474,802.871028625354,806.494092039801,798.967274833478,802.808077740662,797.589528795811,803.42567778124,804.039001560062,803.966908288686
704.86113805367,701.772660171243,686.070702293686,681.043949930459,679.405600221791,674.633267195767,674.079616036138,672.528862772209,674.297835195531,677.173913043478,676.405517241379,676.088846880907,673.734531628068,673.90079491256,673.849069607168,673.100759144237,673.708169818052,674.014270797076,674.968882602546,674.395390709399,673.018814341498,672.170868347339,673.876042044219,674.555078683834,678.989048596851
943.592254760762,964.066890815785,947.202820560401,932.040545521563,942.635034854958,939.077302631579,937.902768085601,938.630946419629,934.708151093439,924.172343324251,931.103094939356,931.779061542089,926.807990459153,926.119330691325,926.101526070369,924.064438091049,920.762014256151,923.556396148556,923.600941293039,923.233754712797,926.617619926199,924.30031120332,925.265316585491,920.946113989637,933.443563973715
242.377859361762,263.536181943487,263.180762433729,241.600291757841,234.995446584939,241.972898664572,230.469512195122,249.727433628319,233.793304787855,236.489788340141,225.581280788177,244.38185840708,228.036112586298,254.607075471698,241.304151253596,238.311683168317,244.768673607967,247.361045130641,245.303852414541,235.344271732873,227.278810408922,230.458874458874,238.984641638225,218.76862026862,242.625061184533
319.299868938401,356.950376454483,335.028774142688,318.338189845475,315.052161654135,317.331272539928,332.96836873023,306.320659062104,304.832037325039,311.831658291457,297.458628841608,305.167781155015,289.396577017115,309.154736080983,304.936778115502,307.99124452783,300.908988764045,303.350204081633,290.705402650357,279.600981767181,266.97263681592,273.070175438596,282.191592562652,266.946327683616,294.77863910422
747.318669293062,760.225371747212,759.613232104121,747.289210470313,741.789632029623,732.240458015267,733.039754008346,724.878954607978,734.235126234907,735.819113388283,735.079120323559,741.293947368421,732.381039435884,741,725.773128308546,731.754026354319,719.836147246056,718.039716312057,720.099348109518,717.768604019555,719.019325253849,716.529726834494,711.189563365282,715.165118978526,708.486415711948
583.749111584933,598.769198837692,585.441878669276,588.53929052537,581.894190871369,573.991653418124,572.898697539797,570.704800358905,569.231816413847,566.939310344828,569.880896777207,563.935748167313,561.548076923077,567.998646209386,563.975263157895,566.67701863354,559.254528564793,559.231984205331,561.411297852474,555.508385744235,563.997391757955,558.106986899563,556.983005841742,556.755005268704,553.20041862899
530.094514767933,545.006570302234,531.422807017544,527.769303201507,527.03544575725,523.431516936672,525.927453769559,524.628150261531,519.755517826825,516.950485436893,518.35194992778,514.921318447634,518.97913141568,518.81517311609,516.064303797468,513.946384653222,511.808748728383,510.187809712587,510.574210526316,508.485801217039,515.777777777778,510.353,508.081907724209,508.680172879525,508.525247267048
451.876269274163,455.367758186398,448.585249801745,443.79078197825,441.081081081081,442.758773878276,435.84348864994,432.677402862986,431.436930455635,433.556680161943,429.976033834586,424.896696381751,426.559447459299,423.00814774579,425.316387559809,422.610190300798,421.712581991652,420.063960639606,418.709156193896,425.519978106185,424.426318651441,423.431922196796,418.476470588235,425.421432537479,423.900437636761
