cell_num,sol,cmp,ecc,cellSize,vicinity
1,0.868687958567113,0.569245612103604,0.887207564117541,8051,414.276751821975
2,0.984658599827139,1.00334276083786,0.213246930424705,4557,452.987980875376
3,0.919056335163718,0.541895376994574,0.93083177271498,9038,8786.24857496574
4,0.835965194972607,0.339294592509139,0.958156022881269,10376,25240.9346078106
5,0.917085751128304,0.802168082442489,0.539131656321136,7112,3682.22841123394
6,0.798232931726908,0.370935174887525,0.940473397816387,9938,44933.1463126947
7,0.854683499602719,0.336230541854926,0.968565827464445,9681,40556.1900260368
8,0.798950501253133,0.437987072749346,0.825400884966828,10201,3607.08219600799
9,0.980023050326546,0.979658110909558,0.234502843880172,5102,1390.22110496282
10,0.809349134687735,0.338622859137139,0.884119570936257,8605,26580.795473615
11,0.835905935978452,0.426875569988321,0.934849442107865,8069,7672.13187249618
12,0.869489097564858,0.644512355165881,0.737157413127597,5463,7044.47323420415
13,0.899621863183224,0.729229221305773,0.643727739881922,2617,1284.56922585443
14,0.65828313253012,0.265295386901119,0.74166581699324,4371,9699.5641114765
15,0.98529682043742,0.988950732719419,0.515562393300086,5361,543.419905752388
16,0.873099865306908,0.462050906542207,0.915069114661869,9075,7748.59720497495
17,0.866266921050241,0.517020262474693,0.901875151821442,9535,12587.2073624094
18,0.718612909964487,0.273561669269069,0.900498430390823,6880,27176.8231005935
19,0.762186788154897,0.481354578426117,0.646826019688186,5019,251.783487379676
20,0.594944848394915,0.271911514641575,0.813158030272258,12028,15969.1963859262
21,0.985103880831047,0.999528292720728,0.244224634255155,5026,87.4909267976959
22,0.933170134638923,0.823278800153896,0.502645055107738,3812,2060.74309278187
23,0.622748352453014,0.260456972001917,0.640985252271918,12757,11824.2933113972
24,0.98304204879737,0.987632078232757,0.432886671208682,5681,553.855527480283
25,0.754807692307692,0.216983924548099,0.953431404324137,8007,5949.02879410423
26,0.776145758086524,0.241646743044806,0.975154858684329,9670,6454.9505136173
27,0.930698933829751,0.815984624997156,0.517588815812734,10999,1441.62958402403
28,0.883408071748879,0.428689847458408,0.972615323319685,3152,1327.11325673277
29,0.742130474452555,0.324632968310845,0.812489877660639,6507,12518.0652100097
30,0.637397464578673,0.146719560884424,0.925656481096832,6838,7800.26418293912
31,0.934277261200338,0.761513057586326,0.730434277721881,13263,1395.24026521717
32,0.659255949055971,0.257458890498456,0.758397768988842,5901,6532.9795590932
33,0.950663349917081,0.739775674858687,0.809256218494181,2293,13513.9118499881
34,0.964168039538715,0.770158167622219,0.829948210569793,2341,1126.33284669362
35,0.629488031914894,0.177194835279616,0.941484322338568,11361,13523.525532652
36,0.702509374098644,0.243831518759272,0.962155563904812,12178,5829.91025243859
37,0.872579918955426,0.599527956492688,0.684703353845122,3876,23910.2656222435
38,0.63310787644547,0.217699400895537,0.928816111775778,20312,14088.6643811452
39,0.867125110913931,0.508981575502572,0.830848552890052,7818,55.6494353265712
40,0.815556118571067,0.476974706878056,0.909109896273908,6438,10283.3904029041
41,0.894224444152085,0.673687988534198,0.814018052677817,6797,8779.1647607242
42,0.735676088617265,0.411262125053257,0.82930376782892,5778,7280.43018670533
43,0.849113315299068,0.539926553640255,0.904187658362897,2825,1470.72459756421
44,0.770689655172414,0.457437677525711,0.899993304966512,3129,1006.90791124324
45,0.89242364917776,0.476355063714574,0.91007822257679,9117,1728.02391564955
46,0.76237828879221,0.426862925248598,0.917355333059438,3680,7021.93060931901
47,0.772101513019001,0.294251406655812,0.617603565676398,35109,12275.3070380309
48,0.972392993852221,0.881562860671681,0.56602852378005,8383,483.315534574508
49,0.904743603821236,0.665962867550709,0.420605005187812,16479,3106.81980524569
50,0.816055176336746,0.566327978255933,0.744880540526997,11477,1303.81211871373
51,0.695880309154081,0.243487478048706,0.951918569443189,9814,2337.89433188833
52,0.884921336397384,0.574506146388063,0.913163300780735,10012,241.303227275719
53,0.625949490359021,0.199943669161576,0.823245342677254,19283,8512.27505368549
54,0.85843179377014,0.491014982526282,0.868369056056866,7992,12019.0835780897
55,0.67539039907461,0.216102062664624,0.668575110827216,14013,406.450117999036
56,0.829947119398831,0.600916776482003,0.695129325258087,2982,1157.91422003596
57,0.88007614213198,0.676573313375469,0.734934564292897,4161,3311.17119869283
58,0.920895052001261,0.797546697925622,0.498077463746403,2922,1411.35186376737
59,0.950671820357077,0.864162112892637,0.430706553730008,5165,114.940283595332
60,0.980338363054412,0.972509227091726,0.462129493475727,6432,543.289060166704
61,0.799503105590062,0.505109709188664,0.71441272116221,3218,707.869095228566
62,0.966309639727361,0.850935279612984,0.652593884430325,4962,19585.2128416491
63,0.706734422492401,0.279871644677912,0.848032201677798,14881,7760.59218417636
64,0.814007697728628,0.484204625026768,0.408856490928607,15016,4969.54727411491
65,0.727616212502862,0.364021370112966,0.523059239865826,6355,13105.5881447469
66,0.961221779548473,0.766706794713309,0.827559438012332,3619,328.227416696711
67,0.966004895295077,0.76566570301695,0.816832566358482,3552,5413.89630921463
68,0.8909968954812,0.720766168419104,0.430849762037024,2583,445.584457847841
69,0.91921568627451,0.712880974486559,0.515650368414391,3516,1912.92422788013
70,0.827729083665339,0.595699117550296,0.856630293378278,5194,1777.2990771489
