Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25
5120,5074,3317,2977,3217,3926,3683,3176,4882,3489,4043,3790,3537,3926,5770,4193,3943,3649,3732,4019,3838,4295,3892,3824,5498
3113,4116,3306,3368,2887,3712,2971,3199,3155,3414,3595,3692,3762,3665,3954,3453,3499,3340,3412,3367,3283,3381,3062,3221,2815
4465,4367,3733,4006,3662,3896,3082,3454,3588,3813,4331,3637,3648,3724,3597,3532,3920,2979,3295,3417,3510,3364,3242,3324,2913
1832,9237,8080,2225,2529,2242,2371,3592,1518,1747,5601,1720,5271,6042,3480,5229,4566,5411,6075,5383,3445,5286,3324,4950,5033
4001,2304,2178,3357,3564,3514,1443,3613,1830,3410,1644,3226,1430,1382,3230,1419,1499,1395,1391,1359,2736,1224,3297,1371,1551
3141,2957,2783,2573,2592,2598,2523,2348,2831,2633,2930,2779,2870,2310,2530,2529,2251,2616,2512,2474,2599,2473,2526,2482,2389
4865,1840,1668,4868,4438,4106,1923,3457,1907,4591,2003,3672,1464,1662,1933,1434,1510,1274,1727,1362,2537,1505,1812,1409,1649
3813,6834,5119,3735,4673,3515,4448,4708,3797,3885,4310,4814,4388,3768,3485,4157,3496,3261,3408,3124,3661,3736,3650,3559,3134
3373,3562,2977,2890,2753,2878,2641,2676,2683,2836,2998,2612,2814,2681,2553,2594,2325,2832,2503,2758,2618,2583,2503,2611,2409
3477,2886,3215,3393,5486,5845,5214,6496,4604,6151,6543,6654,6178,6556,4288,5550,6439,6312,4009,6450,5829,5886,6588,5234,5006
5475,3231,3834,3574,4037,3173,2981,4807,2971,4684,4881,4493,4927,4162,3776,4510,4767,4523,4564,4417,3204,4260,3848,3589,5238
4712,7921,8282,8128,8275,5703,7259,4013,6709,3368,3936,3607,3813,3468,3964,4804,3670,3822,3298,3525,6390,4287,3651,3061,5543
6136,7413,6693,6060,4427,4656,4573,4555,4871,5501,4477,3983,4105,3342,3220,3040,3231,2932,2972,2749,2731,2656,3693,3809,3908
1389,1260,1715,1178,1206,1138,1191,1235,1423,1131,1100,994,1246,1208,1206,1385,1257,1171,1207,1206,1484,1198,1094,1156,1187
3824,5808,6448,5929,3137,2779,2436,2690,2856,2531,2990,2671,2593,2765,4628,2471,2598,3432,4694,2671,2245,2323,2720,4364,2351
3626,2999,3305,4664,3477,4091,4598,706,707,705,704,710,709,715,717,711,718,714,715,710,1578,945,938,719,709
5180,5864,11307,9749,14211,12400,10167,693,683,690,693,693,692,698,694,700,694,693,690,685,3264,1167,1321,692,691
3669,4057,3004,2770,3762,3059,3325,2824,3006,2898,3016,3272,2918,2902,2910,2710,3133,2690,2632,2818,2585,2824,2716,3206,2572
6876,5471,6687,5367,5367,5463,4932,5166,5210,4481,4789,4164,3740,5591,3691,4948,4813,4874,4186,3468,3717,3356,3358,3306,3171
2785,2370,2890,1566,1665,1488,1223,2652,2530,2922,3327,2416,2254,2428,1490,1337,1249,1073,1049,1067,1043,1055,1121,1064,1043
3014,3371,2719,4058,3223,3957,3637,3541,3138,3735,3566,2901,2854,3003,3294,2612,2681,2655,2805,3444,3118,3489,2985,2829,2949
2628,2025,1719,1357,2042,2384,1478,2849,2601,1661,1667,2184,1941,1936,1244,1334,1301,1137,1115,1152,1087,1211,1102,1067,1156
6231,5514,6062,6067,4116,4357,4112,3766,4066,4153,3744,3489,3752,3642,3089,3318,3225,3160,3103,3716,2884,3663,2991,2782,2839
2236,2578,2393,2860,2722,2947,3826,3530,3180,3136,4886,2767,2958,3285,3653,2778,2968,3630,4365,2939,3521,3941,3253,3246,2679
1753,1506,1666,1401,687,2204,1688,1320,1589,1643,1462,1372,1305,1301,1183,1183,1634,1097,1317,1185,1154,1071,1099,1157,1089
2268,2323,1927,2235,1020,2252,1977,1485,1698,2145,1909,1837,1750,1990,1640,1595,1463,1536,1442,1463,1465,1462,1374,1421,1427
2632,2301,2352,2912,2403,1984,1457,1433,1404,1271,1444,1384,1242,1268,1181,1601,2147,1212,1328,1339,1116,1183,1159,1234,1172
2011,1992,1931,2043,1331,1996,1903,1601,1713,1535,1773,2035,1963,2095,1556,1613,1442,1515,1569,1470,1466,1460,1385,1369,1387
4731,6210,5023,8148,6753,6708,6641,6851,5000,5486,5327,4683,5357,5974,6160,5229,4904,6138,5236,4776,4386,5341,4702,4334,4893
3236,2570,1620,1564,1436,1297,2241,2668,2438,2271,2004,2961,1680,3242,2635,2926,1194,1241,2791,1217,1115,1233,1290,1255,1258
1907,1798,1828,1915,1827,1956,1800,2092,2076,1923,1987,2067,1964,2003,2335,2229,1695,2422,2628,2231,2198,2217,2145,2199,2159
2007,3564,3235,2797,4201,3236,3512,2960,3831,3684,2976,3000,3499,3506,2900,2875,4238,3827,3026,2737,2867,2815,3111,2567,2825
2016,1855,1963,2773,1784,1874,1893,2061,1960,1935,2083,1933,1927,1955,3893,2848,1826,2421,2539,2185,2102,2046,2135,2034,2103
3023,2734,1533,1479,3156,1265,2536,2697,2683,2369,2402,2426,1505,2738,2603,2822,1945,1979,2721,2076,1829,2027,2127,1880,1811
3664,4789,6889,5495,6208,6345,3281,3333,2926,5397,5408,2997,4852,2769,2737,2608,5535,5075,2785,5443,5339,4752,4681,4642,4719
4386,4485,5214,4920,4351,4851,3605,4078,3572,2904,3054,4261,3767,3728,3715,3516,3409,3722,3539,3999,3298,3579,3466,2914,3498
12643,5253,5924,2984,2513,2574,2402,2244,4192,2269,2244,2214,2221,2165,2110,2149,2098,2946,2887,3301,2050,3542,3274,3152,2831
