Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24
1,0.414457840227004,0.0148768556404586,0.0855536867899205,0.168705704334646,0.0979157782060348,0.146338620751847,0.0817349030612585,0.180652087604984,0.260235345418574,0.137703711041521,0.144063777318477,0.189299243160586,0.17486385595856,0.14628758360785,0.146141954530553,0.155954894461444,0.147537121741816,0.134336721432875,0.144394479100653,0.144902112388588,0.151686694114966,0.138515611193899,0.14494741392575
1,0.353897169750071,0.51435748810367,0.587402855618836,0.486474827021254,0.531283282838348,0.498409452497286,0.511175637147503,0.463750882954174,0.474433470954498,0.478065138193068,0.476585192555048,0.456898480050439,0.470857235183688,0.405326068754275,0.407857554926114,0.416719062183935,0.388193561719294,0.384131846569616,0.397570761510639,0.386846857551679,0.383594116437538,0.341320652117641,0.351738240707415
1,0.138028591307179,0.167561754186188,0.35603319030714,0.461366166595649,0.425236596531717,0.134156575545145,0.204294374796723,0.170250872883485,0.198133498680506,0.203699768829201,0.19638502447016,0.198726714218366,0.187744942987466,0.220018446067522,0.188920910002623,0.198096063591654,0.219106165854912,0.183719942922669,0.186279097141902,0.206999787663614,0.156340028222828,0.178752259377103,0.1620781445654
1,0.724174146163066,0.786873665256135,0.579385452788977,0.560810112255411,0.548151659242452,0.488913020133037,0.423469595009413,0.448673053021879,0.423380943044895,0.435165642228346,0.401731450826046,0.396935366565681,0.406363276900137,0.369186446747752,0.361872997165129,0.358551814206764,0.357223896731911,0.348062089633058,0.34699893590981,0.348192474799934,0.339364476306275,0.325331309296059,0.322744922075877
1,0.923597496611627,0.550914421263343,0.654663087762557,0.305337432985611,0.475828567289357,0.248756510202071,0.263430786065096,0.207067448023038,0.226341424131438,0.254569957365022,0.263120067878346,0.230171195418445,0.245480315988009,0.255185395470641,0.242111079419012,0.269046548714865,0.273920345297452,0.256665999097427,0.234083496001685,0.203594369798149,0.206946216929114,0.209290232985013,0.197348296149534
1,0.415397669080557,0.54572108738126,0.453670631878912,0.543761211599627,0.6038357497203,0.667466359008317,0.610291661081515,0.599181053272439,0.570043800799981,0.547350115663674,0.565051199235292,0.549984247921932,0.424699288725348,0.435154962749977,0.439078843094647,0.394307016102624,0.39511404234775,0.40309727565959,0.396005731158183,0.375291020189457,0.428145176457723,0.373675213814861,0.397983365712249
1,0.259417810580624,0.189360817214408,0.429841047724601,0.302751445762238,0.222273111367685,0.269351075677038,0.22367073351601,0.310498854904135,0.224032475623686,0.228461964294767,0.262929867581041,0.231588721640795,0.248194771830894,0.233928912996813,0.250241305337451,0.189155815365973,0.201128955697944,0.179896023010818,0.186080514553299,0.179949964797263,0.185717317951763,0.185548853108207,0.18059768758584
1,0.981539529166482,0.986412790374141,0.496852694737993,0.512707090708649,0.466834543362337,0.449364523851952,0.493926530242742,0.326859432674894,0.371265083099276,0.365653079662789,0.363690119399559,0.330582516496181,0.334517153220738,0.335412001866148,0.341692294606669,0.337223483076811,0.342732057595434,0.354972829031771,0.319203506376969,0.335155787293023,0.330541041205683,0.332602472489814,0.333898582570323
1,0.465354220112232,0.157835318538644,0.294871972167339,0.097827273628601,0.116404585875387,0.0598568396889768,0.0910148917229891,0.119672986458981,0.131642259331727,0.0840590504507669,0.0938228375251884,0.10620639574954,0.107978335278272,0.117405689209058,0.118535812657482,0.121105687173033,0.106494691019628,0.10037842280515,0.119551160729875,0.118823937162664,0.133317636344433,0.129529897960942,0.113120771523767
1,0.872886638961821,0.859858159237472,0.612998644623273,0.448977663283573,0.493867311237294,0.512259342094274,0.295265766555851,0.393878451542332,0.328193077099499,0.404667089419982,0.341399091995375,0.2866328834009,0.300949416365061,0.340125879744593,0.300610613930135,0.287476346059258,0.299404114127145,0.28508394413588,0.28007107563212,0.278760639814271,0.284022383870346,0.276325533037182,0.269364138447157
