cell_num,sol,cmp,ecc,cellSize,vicinity
1,0.635379061371841,0.209510770623379,0.97034073606866,5632,6396.86571586632
2,0.779567779960707,0.409651399044938,0.87868297950331,3968,2533.83519557138
3,0.517790262172285,0.238578311180713,0.607582380797012,3871,2476.7838954689
4,0.693955932888619,4509.45261178654,0.510130214287762,3433,8277.09924547885
5,0.726652368882823,0.256468694308668,0.972021823641473,3727,1307.90116288867
6,0.737891019172553,0.375611966821178,0.908144743678129,5850,3340.8993663184
7,0.506278460052435,0.19092021756681,0.863742214474501,3669,1914.12169245598
8,0.824082784571966,0.427778156267177,0.942298345044283,3504,3739.20857846193
9,0.650318232871584,0.278540544670722,0.80673148001454,3474,1485.11912148964
10,0.7108178175819,0.40929311781117,0.864083942759137,3016,2818.3214351798
11,0.715052694372639,0.327358083274545,0.942425746957615,3596,955.432307465082
12,0.608621018500858,0.218742227816687,0.979959060886405,6382,3591.06822482304
13,0.928807947019868,0.764292113971275,0.834622288714029,2244,2063.05174718353
14,0.715000807363152,0.349241322690856,0.902124084460889,4428,2358.22625646011
15,0.842958459979737,0.642559884001177,0.786864396594381,2496,2197.24492838778
16,0.608663069544365,0.28833256816708,0.822799162295972,4061,2802.98998281254
17,0.808490341044598,0.418113972979021,0.934118617644656,3390,3205.51421858591
18,0.567107269954245,0.240032976532708,0.923911787529094,6693,3934.78009732991
19,0.6002666940199,0.182444547726708,0.986112319218166,5852,2374.60283719477
20,0.676794958361468,0.243281724008082,0.969976010874228,6014,4747.6189729078
21,0.532547411583803,0.208980343886769,0.935811215739482,5195,2646.13183084727
22,0.55179332831703,0.230138128953789,0.940071917510593,4400,3335.8333357387
23,0.877541023757041,0.496171019557097,0.943681388825629,3583,1446.98915579153
24,0.553827006845053,0.236056890839799,0.918484082805016,3560,1577.07695369185
25,0.76164308284105,0.364746145066382,0.965601067627976,5544,2209.29039149718
26,0.538399189463019,0.18386890882393,0.979676730486772,5314,2423.7328129672
27,0.876872302614877,0.616379501612347,0.842844161779264,3454,1634.01677587513
28,0.52612788055826,0.170856552145008,0.980393631542576,3242,3250.29309138641
29,0.77885447309223,0.485888334452197,0.653450153374975,4501,1961.26569905177
30,0.551017214397496,0.133639083375779,0.988053317340528,7042,4337.40166372486
31,0.58035094676316,0.160466794335718,0.957903381747761,5854,23544.9079021935
32,0.644877022228068,0.169128931693434,0.988378305329759,4903,45109.6619915897
33,0.76057730328193,0.465300253004027,0.784039242881022,3847,2414.54185394482
34,0.7914371557336,0.440389471535687,0.463071505445205,3161,1768.54640262121
35,0.782721606648199,0.399651121620821,0.905402094673178,4521,1441.78777512114
36,0.819114219114219,0.546829719698416,0.733634274652865,3514,20299.8626900772
37,0.963553530751708,1.02466923615076,0.552629892295543,423,1045.03067863882
38,0.958100558659218,0.867596759213189,0.660610217046922,686,2034.2646683621
39,0.941785252263907,0.819197297541071,0.678140446863609,728,1447.39710784265
40,0.7736298649722,0.538534893211356,0.633544525730398,974,1767.16498592737
41,0.719688715953307,0.380787918625478,0.883683024471071,4624,3971.54464818244
42,0.641791044776119,0.320849271112795,0.968698108771085,602,140.751070621691
43,0.805925925925926,0.4685168651441,0.942571895036061,544,241.689830237758
44,0.895626242544732,0.710518002586781,0.576869447931515,901,149.33473917869
45,0.60724124360488,0.28679948633801,0.813790842960408,3086,529.266830257122
46,0.881020733652313,0.643316753026595,0.788148207346076,2762,761.211340035263
47,0.873508353221957,0.612782587354132,0.605861572271057,2196,88.6518655635138
48,0.762980769230769,0.520072424523815,0.647685815245637,1587,396.201819848903
49,0.863636363636364,0.599316710315673,0.752647415480674,3192,270.842629688968
50,0.977058029689609,1.04821936044826,0.437442511709453,724,782.105643099774
51,0.953252032520325,0.734529213410018,0.780294284629882,469,345.750135013502
52,0.936034115138593,0.495005240278693,0.953061087050788,439,727.706866420982
