Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25
1279.8166015625,1266.87268427276,1274.08290624058,1261.50587840107,1261.95399440472,1259.99566989302,1265.58376323649,1258.81580604534,1277.89942646456,1265.9105760963,1263.30002473411,1264.9709762533,1265.28498727735,1264.82170147733,1228.21351819757,1252.60171714763,1256.15597260969,1262.02493833927,1263.00160771704,1266.39462552874,1264.1232412715,1267.29522700815,1266.40082219938,1262.62761506276,1236.69407057112
1284.99293286219,1272.58430515063,1269.84936479129,1268.61371733967,1254.09144440596,1243.47359913793,1247.59239313363,1247.56517661769,1246.55721077655,1246.49004100762,1244.51655076495,1237.03087757313,1234.41600212653,1235.47366984993,1234.16995447648,1233.94642339994,1243.51443269506,1239.91467065868,1240.27022274326,1238.48618948619,1240.4428876028,1237.78911564626,1241.74265186153,1241.26420366346,1239.33605683837
1278.11153415454,1286.44217998626,1266.41226895259,1235.56714927609,1259.97870016384,1248.6498973306,1236.5204412719,1243.90445859873,1228.90942028986,1237.0243902439,1232.23320249365,1234.81770690129,1236.41858552632,1234.26799140709,1241.90797887128,1235.35447338618,1224.3112244898,1233.12823094998,1240.09408194234,1239.81650570676,1240.3358974359,1236.57045184304,1235.74799506477,1237.85980746089,1239.32749742533
1156.31604803493,1209.784453827,1216.80965346535,1153.72224719101,1153.92922103598,1135.58251561106,1120.33530156052,1137.54259465479,1141.60540184453,1138.91585575272,1125.86484556329,1142.17790697674,1169.65092012901,1179.30254882489,1187.80948275862,1176.03136354944,1174.31712658782,1172.78044723711,1166.48378600823,1171.54170536875,1185.22264150943,1168.22455542944,1183.08754512635,1172.36545454545,1169.25094377111
1237.22319420145,1164.69704861111,1156.84664830119,1214.50640452785,1210.1854657688,1197.68070574843,1218.38669438669,1184.54912814835,1198.31584699454,1195.23460410557,1207.18126520681,1180.31091134532,1118.14895104895,1118.98118668596,1115.43405572755,1129.11275546159,1128.58238825884,1122.32043010753,1121.18907260963,1119.45621780721,1115.17251461988,1119.67892156863,1116.88595693054,1128.68927789934,1123.65957446809
1181.40464820121,1160.81670612107,1151.34962270931,1143.58958414302,1147.20833333333,1144.61508852964,1137.93618707887,1133.20741056218,1134.14058636524,1135.49221420433,1137.87576791809,1133.15833033465,1124.58536585366,1128.92077922078,1131.52766798419,1131.53420324239,1131.65482007996,1135.50611620795,1134.3025477707,1134.60064672595,1134.30627164294,1134.42539425799,1134.59263657957,1134.32070910556,1134.84721640854
1175.90462487153,1134.8847826087,1137.51918465228,1156.10661462613,1141.75506985128,1135.45957135899,1179.37857514301,1123.80242985247,1176.50183534347,1128.70093661512,1171.95806290564,1123.02750544662,1107.37021857923,1108.50842358604,1144.19037765132,1111.52859135286,1112.18344370861,1103.13422291994,1110.87261146497,1104.8906020558,1134.72723689397,1108.41063122924,1149.19757174393,1111.76508161817,1114.36385688296
1141.23472331498,1167.7358794264,1159.56026567689,1152.59598393574,1111.29959340894,1095.1186344239,1124.9210881295,1124.34027187766,1123.60258098499,1116.17271557272,1114.72668213457,1109.2648525135,1103.02028258888,1099.99734607219,1101.99282639885,1092.05965840751,1098.56149885584,1102.47470101196,1109.07394366197,1096.0947503201,1100.97022671401,1106.33217344754,1110.73726027397,1095.01770160157,1109.17996171027
1135.03261191817,1119.71757439641,1120.3281827343,1117.48823529412,1111.37667998547,1102.88568450313,1103.40477092011,1102.96487294469,1098.51323145732,1095.35401974612,1094.03969312875,1097.42343032159,1100.97192608387,1101.1051846326,1095.65491578535,1089.41942945258,1095.29505376344,1101.44809322034,1095.91849780264,1096.28825235678,1096.36210847976,1094.03639179249,1097.04155013983,1098.69705093834,1096.08385222084
1095.835202761,1126.57241857242,1126.10295489891,1117.12702623047,1093.54684651841,1089.25252352438,1087.11354046797,1080.28201970443,1083.06081668115,1079.19509022923,1077.50450863518,1081.99083258191,1081.10424085465,1079.3572300183,1077.16907649254,1088.39765765766,1080.576952943,1081.48479087452,1079.06585183337,1082.30790697674,1077.63921770458,1078.87665647299,1090.42638129933,1080.05215896064,1080.72772672793
1124.35269406393,1095.27174249458,1088.67110067814,1076.2571348629,1027.4020312113,1018.87141506461,1019.53438443475,1037.68088204701,1015.44564119825,1032.49893253629,1031.0602335587,1029.5704429112,1036.84858940532,1026.50312349832,1072.27118644068,1032.70598669623,1031.92007551919,1029.8299801017,1074.65666082384,1032.98030337333,1009.24843945069,1035.85798122066,1034.05561330561,1072.47255502926,1032.78102329133
1079.49808998302,1076.06489079662,1066.1708524511,1049.47034940945,1043.43033232628,1035.88795370857,1049.42044358727,1023.49937702467,1038.99060962886,1019.17191211401,1019.63033536585,1022.14111449958,1026.18646734854,1023.53546712803,1021.72754793138,1026.53934221482,1021.23133514986,1022.37650444793,1020.94784718011,1023.39716312057,1038.02425665102,1031.56146489387,1025.3481238017,1021.91898072525,1041.96482049432
1030.52004563233,1059.87589370026,1034.01240101599,1002.90148514851,994.248475265417,974.985180412371,966.221517603324,981.252250274424,1001.11619790597,1032.0848936557,1023.69979897253,1018.28019081095,1037.47746650426,1025.33692399761,1019.22577639752,1016.89342105263,1012.70318786753,1013.517053206,1015.24495289367,1010.68534012368,1013.33467594288,1015.33960843373,1027.14757649607,1027.2037280126,1027.58367451382
1042.93952483801,1030.75873015873,1031.05772594752,1013.9753820034,1006.95107794362,1010.22847100176,1007.32661628883,981.742510121457,994.832747716093,995.31299734748,984.720909090909,998.750503018109,1011.72712680578,1014.04304635762,1012.2951907131,1016.62599277978,1013.3492442323,1014.03330486763,1012.81193040597,1013.7951907131,1006.51212938005,1010.54841402337,1018.63345521024,1015.09688581315,1013.25273799495
1020.17468619247,1019.80285812672,1010.84615384615,998.086523865745,957.674211029646,940.161928751349,943.736042692939,945.459107806691,940.726540616247,945.017779533781,934.229431438127,938.396855110445,938.092942537601,935.343580470163,953.823249783924,936.908539053015,933.793302540416,927.045745920746,967.668299957392,941.892549606889,937.091759465479,936.695221696083,938.282352941176,969.479376718607,935.417694598043
993.555432984004,987.619873291097,992.389712556732,978.318825042882,985.212251941329,971.276704962112,964.848847324924,937.769121813031,937.165487977369,934.068085106383,933.235795454545,933.060563380282,933.014104372355,932.451748251748,932.511854951185,932.457102672293,932.25208913649,932.240896358543,932.001398601399,932.092957746479,969.498732572877,943.02328042328,925.393390191898,932.312934631433,932.229901269394
960.252895752896,970.793485675307,910.641461041832,892.720894450713,916.189008514531,900.998387096774,893.977377790892,947.969696969697,946.357247437775,945.834782608696,945.458874458874,945.02886002886,944.434971098266,944.39111747851,944.289625360231,944.011428571429,944.220461095101,944.196248196248,944.352173913043,944.598540145985,961.660232843137,938.143101970865,938.891748675246,944.552023121387,944.78002894356
971.004088307441,964.936406211486,954.026964047936,942.484476534296,937.679957469431,934.267080745342,933.994887218045,932.197592067989,933.301729873586,933.786059351277,930.962201591512,932.902506112469,930.584989718986,931.469676085458,929.657388316151,929.317343173432,927.372167251835,928.910037174721,928.524316109422,928.982256919801,927.944294003868,929.264872521247,928.588365243004,929.668122270742,927.139580093313
900.224549156486,876.566989581429,860.487363541199,869.746972237749,864.882057015092,864.239794984441,862.985401459854,854.724545102594,857.524184261036,860.648069627315,856.518271037795,861.571085494717,863.799465240642,889.44786263638,866.076131129775,866.838924818108,868.467691668398,857.313910545753,872.518155757286,865.578143021915,865.369114877589,863.293504171633,865.546158427636,863.583182093164,863.612740460423
894.469658886894,889.699156118143,882.250519031142,858.26245210728,832.054654654655,840.584005376344,824.494685200327,835.563725490196,834.10395256917,849.469541409993,870.522693116922,839.842301324503,834.132209405501,834.024299835255,832.297986577181,830.097980553478,816.405124099279,817.845293569432,818.183031458532,816.790065604499,814.677852348993,819.292890995261,812.418376449599,813.326127819549,815.278044103547
857.530524220305,842.569563927618,839.407134976094,823.437407589946,819.914986037853,814.364164771291,814.08276051691,812.605761084439,810.195666029318,806.55046854083,806.324453168817,805.726645984143,805.242817098809,804.493839493839,804.016089860352,804.048238897397,804.325624766878,804.902824858757,805.950445632799,809.126887340302,804.364015394484,806.854399541416,805.170519262982,805.519264757865,804.430654459139
846.205479452055,830.472592592593,817.623618382781,823.092851879145,797.421645445642,805.563338926175,806.951285520974,799.533169533169,825.294117647059,819.933172787477,799.784043191362,792.41163003663,798.511591962906,794.651859504132,813.286977491961,817.014242878561,810.739431206764,809.956904133685,809.817040358744,810.519097222222,812.617295308188,810.052848885219,813.028130671506,812.557638238051,810.221453287197
763.667950569732,787.877765687341,761.096502804355,753.790670842261,766.990767735666,770.007114987377,770.703550583658,766.252257036644,766.203885882932,767.405490007224,758.388354700855,760.523645743766,762.973347547974,763.284733662823,763.318873421819,765.27034358047,765.124341085271,764.83417721519,766.274250725105,764.913078579117,764.894244105409,746.800163800164,762.807087930458,760.648813803019,760.461782317718
725.563953488372,720.196664080683,707.221061429168,707.3,692.59257898604,701.868680013573,678.84788290643,691.548441926346,692.528616352201,686.296237244898,703.776504297994,697.173111673292,695.696078431373,686.25601217656,686.660005474952,699.747300215983,685.101752021563,686.402203856749,699.014432989691,693.583531813542,684.320079522863,682.761735600101,688.383645865355,690.627541589649,690.384845091452
780.367370222476,758.597609561753,751.933973589436,740.361884368308,723.689956331878,682.761343012704,665.287914691943,666.733333333333,664.116425424795,663.094948265368,661.443228454172,664.413265306122,661.555555555556,663.323597232898,661.68808114962,649.607776838546,631.967564259486,671.226071103008,676.72741078208,675.905485232067,674.74870017331,670.899159663866,668.498635122839,668.843560933449,666.918273645546
697.377425044092,688.551872578562,689.286974571873,682.116331096197,707.664705882353,674.583481349911,666.521497218007,680.542760942761,683.832744405183,680.367832167832,678.297014143531,679.945563418617,685.136571428571,664.074874371859,681.951829268293,679.105956112853,678.643198906357,679.24609375,678.76907073509,680.012987012987,679.263481228669,679.515731874145,679.77365356623,679.56157635468,678.568325157673
762.243161094225,726.713602781399,714.992346938776,702.17135989011,685.098626716604,694.967741935484,678.564859299931,668.62805303559,673.340455840456,674.920535011802,671.058171745152,677.318641618497,672.228663446055,672.358832807571,672.208298052498,670.648969394129,672.339543549138,667.762376237624,654.009036144578,657.681852128454,654.408602150538,657.637362637363,658.196721311475,657.372771474878,660.829351535836
690.750372948782,680.988955823293,672.312273433454,675.867841409692,670.663410969196,668.49248496994,661.187598528639,666.384134915678,664.420315236427,659.471661237785,652.22165820643,656.974447174447,654.569026999491,667.95369928401,662.728149100257,664.632362058276,667.00693481276,664.0699669967,665.427023581899,663.62925170068,662.635061391542,661.475342465753,661.345848375451,662.36157779401,662.418168709445
679.045656309448,685.293558776168,674.994027473621,659.135493372607,638.435954390641,611.530709600477,610.227525975004,621.302729528536,625.6286,610.316259569814,606.193542331519,610.571428571429,604.878290087736,600.891362571142,596.228246753247,605.353604895774,604.165171288744,598.954056695992,597.805958747135,614.491834170854,603.390560875513,588.170754540348,600.2492556359,600.170973696354,586.541590026569
631.66934487021,630.873540856031,647.901851851852,628.063299232737,679.589832869081,623.594448727833,607.903614457831,607.911169415292,606.319934372436,613.313518273888,614.093313373254,586.395474501858,588.095833333333,580.743368291178,589.167741935484,585.242310321258,613.649916247906,613.246575342466,590.121820136152,616.667214461791,611.038565022421,613.056772100568,608.146511627907,615.310756972112,607.087440381558
640.082328264289,631.063959955506,622.586980306346,619.822454308094,609.340996168582,602.424846625767,604.540555555556,601.521510516252,597.912813102119,595.599063962558,598.966784096628,599.476052249637,595.751018329939,593.033449825262,632.527194860814,610.614176760879,593.91209439528,609.776218001652,610.952435312024,603.857014791573,603.37534121929,604.544880469102,602.825641025641,603.800818553888,602.742010189903
588.898854010962,611.442199775533,615.001854714065,596.229889166965,588.920257081647,585.530902348578,569.274487471526,576.539527027027,580.34403549987,581.973127035831,577.865591397849,574.587,573.686767647899,576.587849401027,581.686896551724,581.614608695652,564.71826333176,571.3888163052,573.812623925975,574.215929850201,575.731077781653,573.924689165186,569.212793314047,567.772107518504,576.775221238938
615.066468253968,605.277628032345,595.601630157922,597.535881716552,586.508408071749,582.045357524013,580.872160591653,568.962639495391,576.664285714286,572.176227390181,573.877100336054,573.121055354371,570.048261546445,574.885933503836,584.131518109427,577.800561797753,577.63691128149,576.617100371747,575.353682552186,572.266819221968,572.378211227403,572.195014662757,574.263231850117,573.248770894789,573.651925820257
599.138604035726,588.039136795903,609.452054794521,586.04124408384,610.083016476553,589.466403162055,562.615141955836,562.236188357434,559.739098024599,560.695652173913,568.144462947544,552.765457543281,561.720265780731,550.664353542732,553.195543603534,549.177179305457,570.850899742931,570.378979282466,551.871003307607,574.172447013487,572.78676872608,572.700049333991,568.879172543488,573.372340425532,569.162341247929
567.765829694323,567.112758404677,560.275947162143,560.173430391265,549.192654639175,545.398739164697,540.893934775983,521.621662166217,525.16951469583,530.54826755605,536.144230769231,518.611277944611,534.117889530091,517.370892018779,520.143587869931,517.447852760736,534.952845528455,531.929064039409,520.484380610413,531.852103619328,534.058625210714,538.044823232323,533.092928861354,534.400904782421,534.353888535707
546.886912904697,548.07469342252,529.395665515919,517.846951219512,502.658928981843,512.467326324469,518.961719833565,521.793771456596,514.263437849944,511.116046831956,511.977734119188,516.470312133302,517.367135651712,508.016094420601,516.425302826379,516.562002275313,511.258726899384,514.108812466416,515.268719977395,513.932983245811,516.124620982414,518.446214026264,514.521638776688,519.85380919698,511.011435105775
546.86901842917,505.166381115553,470.98936529372,492.76273458445,491.974134500597,489.287101787102,485.282264779351,479.993315508021,469.780772900763,476.319964742177,476.172459893048,475.299909665763,474.261143628996,470.902540415704,471.622274881517,471.848301535598,469.117254528122,463.225050916497,464.827156217527,458.866707058467,465.609268292683,454.462732919255,452.021380574221,453.751269035533,455.720946661957
508.057488653555,498.787133396405,489.28390596745,478.318619582665,477.152771518702,471.720488466757,470.385841363973,468.188711762171,468.202205882353,471.360838244925,471.575207138305,471.753968253968,471.96235622168,472.533873581848,471.409556313993,470.97400990099,469.623388871424,471.337678460584,477.009697977279,471.792878499592,469.751508502468,473.12473052048,466.194521937611,472.599338743613,471.903456495828
