Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25
4472,4812,4950,5267,4790,4657,4251,4276,3900,3954,4002,3899,3864,3787,3924,3798,3990,3894,3954,4189,3963,4066,4175,3920,3807
3976,6109,7146,6145,5339,5364,5256,5160,4704,3390,4010,4047,4040,4024,3088,2946,3392,3359,3165,3219,2558,2498,2290,2516,2040
8396,7891,6461,7313,4951,5350,4943,4521,4418,4642,4780,4528,3472,2964,3784,3232,2289,2150,2390,2004,2818,2285,2492,1747,1956
5656,5859,4863,5124,4403,5034,4863,4370,4443,4041,3718,3250,3725,3638,3610,2853,3781,3179,3216,3453,3293,3820,3209,3846,3173
6186,6774,4229,3595,3607,3024,3542,2893,2864,3082,2900,3174,2893,3145,2902,2898,2803,2873,2828,2777,2817,2856,2759,2796,2922
6249,5651,5389,5426,4447,4864,4299,3994,5030,4404,4782,4241,5031,4542,4718,4547,4349,4362,4037,4509,4336,3856,3901,3860,5174
3541,2902,3961,2742,2855,2546,3772,2260,2569,2693,2436,2260,1883,2120,2433,2525,2209,2105,1843,1737,1345,1617,1758,1638,2043
3815,2922,2537,2265,2128,1941,2213,1578,1929,1990,2115,1645,2045,1383,1645,1599,890,1225,981,1426,1608,1368,1237,1770,1161
4569,4304,4610,4699,4321,5240,4553,3635,4555,4489,3956,3800,3829,3384,3967,4098,3613,3525,3835,3682,3053,3734,3756,3446,3055
2814,2409,2555,2227,2410,2516,2073,2229,2571,2175,2141,2319,1976,2216,1900,2093,2153,2026,2142,1908,1917,1832,1883,1898,1911
2370,2283,2280,2124,1862,2037,2109,2103,1767,2060,2077,1881,1773,1964,1975,2033,1966,2018,1900,1972,2061,2000,1929,1851,1921
2659,2779,2522,1931,1887,2251,1674,1956,2085,1976,2128,1907,2027,1841,1672,1629,1677,1626,1671,1827,1839,1748,1530,1801,1828
4489,5094,3762,4049,4042,3881,3252,2988,2889,2890,2564,2839,2962,2800,2620,2697,2377,2541,2609,2277,2227,2455,2457,2295,2246
3067,1985,1959,2365,2543,2283,2024,2265,2187,2035,2061,2431,2143,2208,1872,1952,1903,2171,1909,1839,1875,1698,1868,1664,1589
6404,6515,8928,7033,7385,6859,6456,6009,6353,6542,6343,5419,4656,3994,3596,2910,2634,2636,2756,2722,2633,2721,2738,2752,2758
1974,1500,1775,1112,719,564,3274,2286,1989,1933,1961,1986,2100,2036,2019,2042,2311,2189,2092,2143,2137,3070,3024,2254,2876
5349,3975,5506,5096,6229,5740,5984,4661,4357,5272,4323,4667,4281,3954,4003,4040,3931,3780,3749,3846,3876,3739,3360,3577,3501
1334,1234,1064,1317,978,1186,1146,1223,1360,1324,1464,1423,1456,1341,1315,1329,1405,1416,1595,1536,1596,1633,1576,1644,1608
1319,1487,1176,1316,1254,1372,1319,1499,1341,1675,1540,1620,1552,1692,1478,1511,1568,1576,1575,1444,1554,1520,1632,1540,1570
7094,7224,6974,6096,3165,3688,3938,2393,2602,2502,2243,2911,2848,3213,2429,3761,3174,3791,3456,3806,3375,2400,2574,4214,2722
6846,6449,6300,5872,5930,5533,4715,5328,5423,5050,5200,4508,5216,5051,4295,4870,4179,4245,4371,4286,4381,4014,4135,4343,3445
3114,2978,4237,3746,4145,3751,3864,3314,2966,3603,2932,3366,3818,3970,3270,3670,3620,3369,3314,3816,3577,3809,3651,3620,3623
5723,5822,5627,4653,4108,4338,3518,2679,2876,3138,2898,3017,4123,2980,3396,3839,3099,3082,3194,3089,3038,3291,3198,3013,3226
6621,5118,4762,4701,4046,4399,4378,4273,4014,3488,3041,3560,3087,2874,3005,2978,3364,3231,3086,2924,2877,3110,2870,2836,3022
5506,4890,4677,4569,3287,3852,4768,4432,3662,4114,3892,3441,4454,3737,3657,4317,3853,3881,3973,3247,3649,3789,3377,3257,3482
3289,3238,3350,3414,2738,2517,2434,2744,2714,2085,2321,2152,2399,2374,2413,2373,2201,2511,2272,2135,2175,2006,2179,2457,2132
7425,7725,4468,8640,8836,6174,7754,7728,7403,8542,5967,6780,7402,6758,6810,8644,6221,3598,6325,6605,6273,5628,5712,4327,6711
4738,5483,4043,3949,3913,3906,3719,4096,3626,2924,3358,3697,2993,3404,3292,3205,3293,3262,3304,3197,3072,3299,3292,3199,3044
2335,2055,2439,2142,2378,1993,2285,1923,2343,1835,2073,2052,2582,2164,1998,2382,2404,2315,2385,2554,2526,2210,2165,2155,2493
3495,2312,2985,3522,2943,3322,3184,3038,2730,2601,2361,2349,2314,2245,2087,2285,2470,2341,2343,2133,2171,2332,2140,2187,2172
6798,8203,8579,5668,4884,5604,5267,6364,4702,4361,5059,4020,4712,5087,4119,2314,4213,6567,3567,3976,3462,4096,4373,4380,3963
2961,3112,4698,4059,3650,3520,3260,3381,3718,3330,3627,3369,3083,4481,2919,3297,3272,3286,3779,3564,3175,3179,3288,4050,3800
5391,6158,7271,7685,7321,6135,5443,5242,5259,4611,4407,5357,5442,6183,6053,5783,6362,7105,7009,5569,6689,6661,5466,4831,6515
5867,6182,5605,4920,5401,4475,6080,4765,5729,3881,4397,4434,4891,5013,4336,4757,3781,4562,3763,4272,4398,4533,3709,3846,4263
6668,6074,6733,6974,7409,6392,5574,5704,5601,4851,4484,4435,3957,5225,6636,4040,4083,4052,4136,3919,3987,3987,3975,5068,4825
1940,1883,2111,2258,2033,2890,2823,3197,3142,1646,1775,1754,1876,1847,1869,1841,1638,1800,2139,2322,1944,1979,1946,1519,1948
4574,5265,3454,3648,3312,3821,2817,2936,3001,2987,2996,2540,2804,2541,2388,3062,2542,2288,2177,2231,2478,2251,2338,2165,2124
3357,2672,2465,2828,3196,3375,3530,3085,2791,2888,2540,2859,3057,2800,2604,2598,2764,2480,2389,2505,2397,2301,2258,2319,2130
1152,1117,913,957,532,792,890,1154,1217,2151,1725,1648,1789,1312,1643,1785,917,,,,,,,,
1758,638,968,845,1662,1266,913,1861,2087,1768,1973,1476,1285,1159,919,,,,,,,,,,
4263,6429,5951,4640,5485,3336,4424,3438,3438,3933,3321,3365,3634,,,,,,,,,,,,
