Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25,Var1_26,Var1_27,Var1_28,Var1_29,Var1_30,Var1_31,Var1_32,Var1_33,Var1_34,Var1_35,Var1_36,Var1_37
2006,1568,2004,1209,1892,1907,2161,1842,2035,2176,1576,1005,1976,2153,1537,1963,2084,1764,1895,1648,2284,1594,1776,2831,2664,2885,1422,2661,2298,1252,2282,2761,3314,2323,3778,2644,3000
1704,1522,2529,981,1763,1569,1975,1973,1948,2295,1938,969,2085,2282,1302,1929,2370,1880,2346,1685,2164,1784,2153,4220,2970,3027,1092,3937,2991,1525,2596,3307,2421,2410,2115,2826,3644
1866,1834,1828,1900,1863,1869,1785,1782,1788,1752,2015,1775,1661,1793,1865,4106,2436,2219,4226,5657,4663,4766,4349,4723,4056,3737,3395,3486,4363,4277,4769,4912,4067,4339,4782,4236,4937
1641,1321,2551,862,1906,2241,2065,1858,1981,2143,1611,1219,1909,2309,1645,1979,2066,1743,1911,1507,1788,1753,1850,2665,2121,3414,1253,2470,2988,1767,2591,3159,3681,2244,3552,2731,2913
2553,2234,1816,2142,1943,2769,2409,2572,2495,2348,2431,2395,3808,2292,3420,2771,3923,3773,3558,3186,3408,3453,2014,3404,1843,3802,2629,2259,3372,2891,3080,1807,2100,2562,1813,1884,2344
2720,2746,2872,2319,2428,2941,2680,2896,2458,2586,2760,2825,1808,2701,2755,2668,2938,2628,3411,1237,4269,3718,1971,1341,2663,755,3303,2790,2837,3002,3220,2795,3137,2578,2246,1970,1827
2882,2958,3125,2700,3003,2892,2964,2923,2601,2633,2609,2603,1592,3048,3096,2864,2807,2832,3187,1360,3538,2777,1964,1375,3000,582,3457,3503,3077,3221,2992,3287,2682,2132,2821,2616,2331
4101,4046,3449,4248,4025,4381,3798,3010,3629,3703,4616,4027,4049,5484,2613,4688,5257,4477,4899,4301,4407,3913,3797,4864,5092,4789,4364,4750,5946,7290,3087,4242,4157,3509,3256,3743,3958
3091,3093,3215,3149,2989,3060,2976,2849,2992,2958,3044,3058,3099,3133,3171,2883,2879,2779,2897,2823,5259,6985,3427,4135,3095,3423,2915,3576,3293,1964,2203,3607,2466,2864,3729,3129,3692
3221,3323,3680,2968,5047,4457,4779,4439,5015,3175,4437,4846,4231,3290,4972,4141,4107,4600,4001,3163,4087,3762,3989,4280,3563,3451,3691,4228,2038,1340,4546,3250,3403,3318,3423,2999,2906
4337,4763,3925,3302,4736,4512,3744,4435,4628,4387,2250,4304,4045,4463,4097,9207,6447,5423,6020,6079,2503,1122,4135,3567,3688,3385,3576,3593,3048,4454,4095,3325,4336,4330,2639,3932,3824
3133,3146,2930,3357,2371,3117,3125,3128,2872,3569,3616,2795,3122,3232,2998,3786,2675,3595,2501,3281,4271,4839,2581,3530,3390,3287,3047,3248,2545,3178,3109,3175,2487,2743,3442,3564,3245
2311,2249,1921,2115,2270,2627,2505,2760,2106,3213,3848,3267,2606,2737,2966,1195,1798,2054,1913,2007,2430,2586,1394,1588,1345,2288,1850,1017,1272,1990,1886,1947,2287,2818,1642,1447,1565
2154,2107,2313,2495,2568,2745,2787,3272,2279,3123,2042,2861,2597,2503,2917,1242,2279,2457,2070,2519,2269,2675,1545,1551,1388,2050,1747,1239,1326,2347,1551,1671,1833,2050,1655,1819,1308
1962,2376,2489,2939,1817,1964,2189,2696,2402,2100,2008,2396,2131,2362,2986,2919,3291,3344,3166,3242,2791,3203,2674,3069,2679,2824,2049,2436,2558,2156,2703,3116,2915,2643,2687,2867,2556
2449,2330,2285,2927,2262,2633,2665,2400,2708,2262,3950,1974,2114,2223,3357,1118,2396,2985,1551,1643,2455,1896,1394,1593,1327,2192,1518,772,1545,1285,1682,1646,1885,2196,1236,1811,1684
2145,3591,3572,3709,3144,3003,3015,3288,3611,3633,3351,3382,3320,3268,3614,3013,3776,3203,3969,3545,2111,2508,3683,3379,3241,3611,2775,2970,3063,3711,3392,3187,2676,3547,2624,1451,1738
2012,1782,1732,2314,2583,2323,2875,2784,2336,2307,3734,2284,3003,2236,2466,1145,2346,2452,1910,1894,1717,1846,1618,1548,1561,2436,1662,950,1620,1436,2355,2439,2264,2584,1327,1542,2384
2136,1141,2439,2414,2466,2559,2577,2472,2467,2612,2681,2689,2748,2565,2479,2777,2701,2724,3141,3039,2962,3172,2509,3019,2918,3133,2503,2825,2574,2491,2599,2880,2123,2761,2165,1714,4398
2309,2316,1853,1783,1599,1665,1672,1527,1529,1795,1960,1629,1785,1755,1951,2279,1997,1882,2303,1728,2304,1901,2271,1918,2001,1895,1271,1770,1763,1899,1824,774,1754,1461,1124,1214,1390
2155,2113,2019,2104,1889,1998,2024,1959,1999,1970,2080,1771,1962,1880,2027,1974,2000,1902,2106,1884,1953,1708,2085,1951,2079,1787,1239,1719,1750,1564,1720,1029,1384,1264,994,1092,1378
1673,727,2855,2379,1788,1197,2067,1312,1864,1992,2043,567,1988,2030,2196,2503,2772,2955,2170,2389,2883,3048,3300,2127,3084,1905,2588,2543,2505,2485,2723,2956,2772,2159,2464,2534,2374
2173,2914,2296,3137,3425,1550,1799,1185,3605,3307,3160,607,2041,1785,2824,3211,3086,2843,2443,1963,2697,2713,2683,2479,2468,2127,2753,2769,3332,2951,2880,2671,2753,2446,2883,2996,2347
2500,2164,2162,2295,2232,1358,673,2339,1467,1655,1669,2045,1925,2078,2526,2621,2383,2991,1756,2725,3941,4518,4377,4806,4452,4096,3351,4416,4960,4840,4939,5421,2704,2808,5948,5381,3980
2130,2285,1563,1256,1621,1388,640,2501,1210,1637,2227,1550,1949,2003,2634,2442,2416,2883,1923,2780,3724,3774,4058,4293,4165,3665,3649,3164,3397,3581,3489,4020,3323,3465,4050,4304,5171
1999,2681,1019,1088,1772,997,1240,1143,1279,886,1775,1556,880,1055,2099,2334,1318,1840,2534,4240,2666,2419,2476,5768,2898,5246,1384,2444,1769,1003,2804,2374,550,2943,2575,2216,2545
